0
"Link(url='https://www.pewresearch.org', text='Home', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/global/fact-sheet/news-media-and-political-attitudes-in-germany/', text='News Media and Political Attitudes in Germany', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/05/16/in-west-europa-is-de-publieke-mening-ten-opzichte-van-nieuwsmedia-meer-verdeeld-door-populistische-opvattingen-dan-links-rechts-ideologie/', text='In West-Europa is de publieke mening ten opzichte van nieuwsmedia meer verdeeld door populistische opvattingen dan links-rechts-ideologie', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/05/16/allmanhetens-installning-till-nyhetsmedia-i-vasteuropa-mer-uppdelad-efter-populistiska-asikter-an-vanster-hoger-ideologier/', text='Allmänhetens inställning till nyhetsmedia i Västeuropa mer uppdelad efter populistiska åsikter än vänster/höger-ideologier', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/05/16/i-vesteuropa-er-folks-holdninger-til-nyhedsmedier-i-hojere-grad-delt-som-folge-af-om-de-har-populistiske-holdninger-end-af-om-de-er-hojre-eller-venstreorienterede/', text='I Vesteuropa er folks holdninger til nyhedsmedier i højere grad delt som følge af, om de har populistiske holdninger, end af, om de er højre- eller venstreorienterede', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/05/16/en-europe-occidentale-lopinion-publique-a-legard-des-medias-dinformation-est-davantage-divisee-par-des-opinions-populistes-que-par-une-ideologie-gauche-droite/', text='En Europe occidentale, l’opinion publique à l’égard des médias d’information est davantage divisée par des opinions populistes que par une idéologie gauche-droite', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/05/16/in-westeuropa-ist-die-offentliche-meinung-uber-die-nachrichtenmedien-mehr-durch-populistische-einstellungen-als-durch-die-links-rechts-ideologie-gespalten/', text='In Westeuropa ist die öffentliche Meinung über die Nachrichtenmedien mehr durch populistische Einstellungen als durch die Links-Rechts-Ideologie gespalten', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/search/fact+sheet/page/13/', text='← Prev Page', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2016/06/15/audio-fact-sheet/', text='Audio: Fact Sheet', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2016/06/15/podcasting-fact-sheet/', text='Podcasting: Fact Sheet', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2016/06/15/network-news-fact-sheet/', text='Network News: Fact Sheet', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2016/06/15/news-magazines-fact-sheet/', text='News Magazines: Fact Sheet', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/hispanic/fact-sheet/u-s-hispanics-facts-on-salvadoran-origin-latinos/', text='Facts on Hispanics of Salvadoran origin in the United States, 2017', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/hispanic/fact-sheet/u-s-hispanics-facts-on-puerto-rican-origin-latinos/', text='Facts on Hispanics of Puerto Rican origin in the United States, 2017', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/hispanic/fact-sheet/u-s-hispanics-facts-on-panamanian-origin-latinos/', text='Facts on Hispanics of Panamanian origin in the United States, 2017', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/hispanic/fact-sheet/u-s-hispanics-facts-on-nicaraguan-origin-latinos/', text='Facts on Hispanics of Nicaraguan origin in the United States, 2017', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/search/fact+sheet/page/7/', text='← Prev Page', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/profile', text='Log in', fragment='', nofollow=False)"
"Link(url='https://pewresearch.networkforgood.com/?utm_source=PewSocialTrends&utm_medium=InternalPromo&utm_campaign=TopDonateButton', text='Donate', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewinternet.org', text='Internet & Tech', fragment='', nofollow=False)"
"Link(url='http://www.pewhispanic.org', text='Hispanics', fragment='', nofollow=False)"
"Link(url='https://www.pewglobal.org', text='Global', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/category/publications/', text='Publications', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/category/interactives/', text='Interactives', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/?post_type=dataset', text='Datasets', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/areas-of-expertise/demographics-and-social-trends/', text='Experts', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-indians-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/topics/asian-americans/', text='ASIANS IN THE U.S.', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/2017/09/08/methodology-asian-american-fact-sheets/', text='methodology', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/follow-pew-research-center/', text='Follow Us', fragment='', nofollow=False)"
"Link(url='https://www.facebook.com/pewresearch', text='Facebook', fragment='', nofollow=False)"
"Link(url='https://twitter.com/pewresearch', text='Twitter', fragment='', nofollow=False)"
"Link(url='http://pewresearch.tumblr.com/', text='Tumblr', fragment='', nofollow=False)"
"Link(url='http://www.youtube.com/user/PewResearchCenter/featured', text='YouTube', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/feed/', text='RSS', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-malaysians-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://pewresearch.networkforgood.com/?utm_source=PewJournalism&utm_medium=InternalPromo&utm_campaign=TopDonateButton', text='Donate', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/category/publications/', text='Publications', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-indonesians-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-koreans-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-japanese-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-laotians-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://pewresearch.networkforgood.com/?utm_source=PeoplePress&utm_medium=InternalPromo&utm_campaign=TopDonateButton', text='Donate', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/category/publications/', text='Publications', fragment='', nofollow=False)"
"Link(url='https://www.pewsocialtrends.org/fact-sheet/asian-americans-mongolians-in-the-u-s/', text='', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/daily-briefings/', text='Daily Briefing', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/topics/state-of-the-news-media/', text='State of the Media', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/?post_type=dataset', text='Datasets', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/areas-of-expertise/news-media/', text='Experts', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/publications/?formats=feature&programs=media-news', text='Interactives', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/fact-sheet/cable-news/', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2018/12/10/social-media-outpaces-print-newspapers-in-the-u-s-as-a-news-source/', text='an important information source', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2019/06/25/state-of-the-news-media-methodology/', text='methodology', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2018/12/03/americans-still-prefer-watching-to-reading-the-news-and-mostly-still-through-television/', text='American Still Prefer Watching to Reading the News – and Mostly Still Through Television', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank/2018/01/05/fewer-americans-rely-on-tv-news-what-type-they-watch-varies-by-who-they-are/', text='Fewer Americans rely on TV news; what type they watch varies by who they are', fragment='', nofollow=False)"
"Link(url='https://www.journalism.org/2017/01/18/trump-clinton-voters-divided-in-their-main-source-for-election-news/', text='Trump, Clinton Voters Divided in Their Main Source for Election News', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/question-search/', text='Question Search', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/?post_type=dataset', text='Datasets', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/packages/about-our-research-methods/', text='Methodology', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/areas-of-expertise/politics-and-elections/', text='Experts', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/02/13/as-economic-concerns-recede-environmental-protection-rises-on-the-publics-policy-agenda/', text='As Economic Concerns Recede, Environmental Protection Rises on the Public’s Policy Agenda', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/02/07/views-of-nations-economy-remain-positive-sharply-divided-by-partisanship/', text='Survey ReportsFeb 7, 2020Views of Nation’s Economy Remain Positive, Sharply Divided by Partisanship ', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/01/22/by-a-narrow-margin-americans-say-senate-trial-should-result-in-trumps-removal/', text='Survey ReportsJan 22, 2020By a Narrow Margin, Americans Say Senate Trial Should Result in Trump’s Removal', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/01/15/majority-of-u-s-public-says-trumps-approach-on-iran-has-raised-chances-of-a-major-conflict/', text='Survey ReportsJan 15, 2020Majority of U.S. Public Says Trump’s Approach on Iran Has Raised Chances of Major Conflict', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/12/17/in-a-politically-polarized-era-sharp-divides-in-both-partisan-coalitions/', text='Survey ReportsDec 17, 2019In a Politically Polarized Era, Sharp Divides in Both Partisan Coalitions ', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/10/23/national-politics-on-twitter-small-share-of-u-s-adults-produce-majority-of-tweets', text='Data LabsOct 23, 2019Small Share of U.S. Adults  Produce Most Tweets  About National Politics', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/10/17/modest-changes-in-views-of-impeachment-proceedings-since-early-september/', text='Survey ReportsOct 17, 2019Modest Changes in Views of Impeachment Proceedings Since Early September', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/10/10/partisan-antipathy-more-intense-more-personal/', text='Survey ReportsOct 10, 2019Partisan Antipathy: More Intense, More Personal ', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/10/07/in-their-own-words-behind-americans-views-of-socialism-and-capitalism/', text='Survey ReportsOct 7, 2019In Their Own Words: Behind Americans’ Views of ‘Socialism’ and ‘Capitalism’ ', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2020/01/30/as-voting-begins-democrats-are-upbeat-about-the-2020-field-divided-in-their-preferences/', text='Survey ReportsJan 30, 2020As Voting Begins, Democrats Are Upbeat About the 2020 Field, Divided in Their Preferences', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/10/01/public-expresses-favorable-views-of-a-number-of-federal-agencies/', text='Survey ReportsOct 1, 2019Public Favorable Views of a Number of Federal Agencies', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/09/19/why-americans-dont-fully-trust-many-who-hold-positions-of-power-and-responsibility/', text='Survey ReportsSep 19, 2019Why Americans Don’t Fully Trust Many Who Hold Positions of Power and Responsibility', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/08/29/u-s-public-continues-to-favor-legal-abortion-oppose-overturning-roe-v-wade', text='Survey ReportsAug 29, 2019U.S. Public Continues to Favor Legal Abortion, Oppose Overturning Roe v. Wade', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/08/07/republicans-now-are-more-open-to-the-idea-of-expanding-presidential-power', text='Survey ReportsAug 7, 2019Republicans Now Are More Open to the Idea of Expanding Presidential Power', fragment='', nofollow=False)"
"Link(url='https://www.people-press.org/2019/06/19/public-highly-critical-of-state-of-political-discourse-in-the-u-s/', text='Survey ReportsJun 19, 2019Public Highly Critical of the State of Political Discourse in the U.S. ', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/fact-tank', text='', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/2020/02/28/just-how-super-is-super-tuesday-anyway/', text=""Just how 'super' is this year's Super Tuesday, anyway?"", fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/2020/02/28/more-americans-see-climate-change-as-a-priority-but-democrats-are-much-more-concerned-than-republicans/', text='More Americans see climate change as a priority, but Democrats are much more concerned than Republicans', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/2020/02/27/5-facts-about-black-democrats/', text='5 facts about black Democrats ahead of the South Carolina primary', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/2020/02/27/most-americans-dont-see-democratic-candidates-as-very-religious/', text='Most Americans don’t see Democratic candidates as very religious', fragment='', nofollow=False)"
"Link(url='https://www.pewresearch.org/2020/02/27/how-people-around-the-world-see-democracy-in-8-charts/', text='How people around the world see democracy in 8 charts', fragment='', nofollow=False)"
"Link(url='http://twitter.com/pewresearch', text='Twitter', fragment='', nofollow=False)"
